r_cm,v_cms,temp,peak,snr,width_us,area,power_percent,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material
67.3,0.0,25.0,7727.52,38.57,611.05,208081.1,19.8,0.5412455302225299,3024.3648356929643,9.11464202097874,331.8657106619753,0.0497493718553352,4.271638999999995,3513.672098332452,70,Cardboard
67.3,0.0,25.0,7727.52,38.57,611.05,208081.1,19.8,0.5412455302225299,3024.3648356929643,9.11464202097874,331.8657106619753,0.0497493718553352,4.271638999999995,3513.672098332452,70,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
76.9,0.22,25.0,12377.74,61.6,555.5,277506.7,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.22,25.0,12976.6,64.62,555.5,282426.6,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.22,25.0,12976.6,64.62,555.5,282426.6,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.22,25.0,12976.6,64.62,555.5,282426.6,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.22,25.0,12976.6,64.62,555.5,282426.6,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.22,25.0,12976.6,64.62,555.5,282426.6,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.0,25.0,12208.13,60.84,555.5,280364.3,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.0,25.0,12208.13,60.84,555.5,280364.3,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.0,25.0,12208.13,60.84,555.5,280364.3,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
77.0,0.0,25.0,12208.13,60.84,555.5,280364.3,19.8,0.8145978079138029,3644.4737024808737,7.217100130039012,504.9796849684969,0.0458257569495557,3.432240000000001,2261.4951203296764,80,Cardboard
